Dimensions.Height,Dimensions.Length,Dimensions.Width,Engine Information.Driveline,Engine Information.Engine Type,Engine Information.Hybrid,Engine Information.Number of Forward Gears,Engine Information.Transmission,Fuel Information.City mpg,Fuel Information.Fuel Type,Fuel Information.Highway mpg,Identification.Classification,Identification.ID,Identification.Make,Identification.Model Year,Identification.Year,Engine Information.Engine Statistics.Horsepower,Engine Information.Engine Statistics.Torque,Price
188,68,97,Front-wheel drive,Hyundai 2.4L 4 Cylinder 175 hp 169 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,20,Gasoline,28,Automatic transmission,2011 Hyundai Santa Fe Limited,Hyundai,2011 Hyundai Santa Fe,2011,175,169,13500
214,241,173,Front-wheel drive,Toyota 3.5L 6 Cylinder 266hp 245 ft-lbs.,TRUE,5,5 Speed Automatic,17,Gasoline,23,Automatic transmission,2010 Toyota Sienna XLE AWD,Toyota,2010 Toyota Sienna,2010,266,245,13400
30,108,59,All-wheel drive,Porsche 3.6L 6 cylinder 345 hp 288 ft-lbs,TRUE,6,6 Speed Manual,18,Gasoline,25,Manual transmission,2010 Porsche 911 Targa 4 Coupe,Porsche,2010 Porsche 911 Coupe,2010,345,288,74000
254,118,158,Front-wheel drive,Nissan 1.8L 4 Cylinder 122 hp 127 ft-lbs,TRUE,6,6 Speed Manual,26,Gasoline,31,Manual transmission,2011 Nissan Versa Sedan 1.8 S,Nissan,2011 Nissan Versa Sedan,2011,122,127,13500
246,102,83,Rear-wheel drive,Aston Martin 5.9L 12 Cylinder 470 hp 443 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,13,Gasoline,20,Automatic transmission,2011 Aston Martin DB9 Coup AT,Aston Martin,2011 Aston Martin DB9 Coupe,2011,470,443,99000
17,240,22,Rear-wheel drive,Mercedes-AMG 6.2L 8 Cylinder 518hp 465ft-lbs,TRUE,7,7 Speed Automatic Select Shift,12,Gasoline,19,Automatic transmission,2011 Mercedes-Benz SL63 AMG,AMG,2011 Mercedes-Benz SL-Class,2011,518,465,41700
46,231,148,All-wheel drive,Mercedes-Benz 5.5L 8 Cylinder 382 hp 391 ft-lbs,TRUE,7,7 Speed Automatic Select Shift,12,Gasoline,17,Automatic transmission,2010 Mercedes-Benz GL550 4Matic,Mercedes,2010 Mercedes-Benz GL-Class,2010,382,391,17200
244,99,57,Four-wheel drive,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,TRUE,5,5 Speed Automatic,14,Gasoline,19,Automatic transmission,2011 Nissan Frontier Crew Cab SV V6 4x4 AT,Nissan,2011 Nissan Frontier,2011,261,281,13100
85,106,166,Four-wheel drive,Land Rover 5.0L 8 Cylinder 510 hp 461 ft-lbs S-charged,TRUE,6,6 Speed Automatic Select Shift,12,Gasoline,18,Automatic transmission,2012 Land Rover Range Rover Autobiography,Land Rover,2012 Land Rover Range Rover,2012,510,461,19500
114,12,247,All-wheel drive,BMW 3.0L 6 cylinder 230hp 200 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,25,Automatic transmission,2012 BMW 328i xDrive Coup AT,BMW Motorrad,2012 BMW 3 Series Coup,2012,230,200,16300
144,174,24,Rear-wheel drive,BMW 3.0L 6 cylinder 265 hp 425 ft-lbs Turbo,TRUE,6,6 Speed Automatic Select Shift,23,Gasoline,36,Automatic transmission,2011 BMW 335d Sedan,BMW,2011 BMW 3 Series Sedan,2011,265,425,17300
111,116,224,Rear-wheel drive,Ford 4.6L 8 cylinder 225 hp 286 ft-lbs FFV,TRUE,4,4 Speed Automatic,9,E85,12,Automatic transmission,2012 Ford E-250 Van Recreational Extended,Ford,2012 Ford E-250 Van,2012,225,286,16700
203,28,57,Front-wheel drive,Dodge 2.4L 4 Cylinder 173 hp 166 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,20,Gasoline,31,Automatic transmission,2011 Dodge Avenger Lux,Dodge,2011 Dodge Avenger,2011,173,166,13000
208,93,186,Front-wheel drive,Ford 2.0L 4 Cylinder 140 hp 136 ft-lbs,TRUE,5,5 Speed Manual,25,Gasoline,35,Manual transmission,2011 Ford Focus Sedan SE,Ford,2011 Ford Focus Sedan,2011,140,136,12500
195,227,203,All-wheel drive,Subaru 2.5L 4 cylinder 170 hp 170 ft-lbs,TRUE,5,5 Speed Manual,20,Gasoline,27,Manual transmission,2011 Subaru Impreza Sedan 2.5i,Subaru,2011 Subaru Impreza Sedan,2011,170,170,9300
104,22,72,Rear-wheel drive,Hyundai 3.8L 6 Cylinder 306 hp 266 ft-lbs,TRUE,6,6 Speed Manual,17,Gasoline,26,Manual transmission,2012 Hyundai Genesis Coupe 3.8 Track,Hyundai,2012 Hyundai Genesis Coupe,2012,306,266,13100
127,9,211,Rear-wheel drive,BMW 3.0L 6 Cylinder 300 hp 300 ft-lbs,TRUE,6,6 Speed Manual,18,Gasoline,25,Manual transmission,2010 BMW 135i Coupe,BMW Motorrad,2010 BMW 1 Series Coupe,2010,300,300,14800
3,221,191,Front-wheel drive,Toyota 3.5L 6 Cylinder 266hp 245 ft-lbs.,TRUE,6,6 Speed Automatic Select Shift,18,Gasoline,24,Automatic transmission,2011 Toyota Sienna XLE,Toyota,2011 Toyota Sienna,2011,266,245,10400
181,22,206,Four-wheel drive,Chevrolet 2.9L 4 Cylinder 185 hp 190 ft-lbs,TRUE,4,4 Speed Automatic,17,Gasoline,23,Automatic transmission,2010 Chevrolet Colorado LT1 AT 4WD,Chevrolet,2010 Chevrolet Colorado,2010,185,190,18100
64,29,217,Rear-wheel drive,Cadillac 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,14,Gasoline,18,Automatic transmission,2012 Cadillac Escalade ESV Platinum,Cadillac,2012 Cadillac Escalade ESV,2012,403,417,19000
186,23,42,All-wheel drive,Dodge 3.6L 6 Cylinder 280 hp 260 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,16,Gasoline,24,Automatic transmission,2011 Dodge Journey Lux AWD,Dodge,2011 Dodge Journey,2011,280,260,16000
35,150,52,Rear-wheel drive,Nissan 3.7L 6 Cylinder 332 hp 270 ft-lbs,TRUE,6,6 Speed Manual,18,Gasoline,26,Manual transmission,2011 Nissan 370Z Coupe,Nissan,2011 Nissan 370Z Coupe,2011,332,270,27400
190,55,46,Front-wheel drive,Mazda 3.7L 6 Cylinder 272 hp 269 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,18,Gasoline,27,Automatic transmission,2012 Mazda Mazda6 s Grand Touring,Mazda,2012 Mazda Mazda6,2012,272,269,14500
105,72,227,Rear-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs,TRUE,5,5 Speed Automatic,13,Gasoline,18,Automatic transmission,2011 Nissan Titan Crew Cab SV,Nissan,2011 Nissan Titan,2011,317,385,11700
104,12,247,Rear-wheel drive,BMW 3.0L 6 cylinder 230hp 200 ft-lbs,TRUE,6,6 Speed Manual,17,Gasoline,26,Manual transmission,2011 BMW 328i Convertible,BMW Motorrad,2011 BMW 3 Series Convertible,2011,230,200,18600
226,126,29,All-wheel drive,Subaru 2.5L 4 cylinder 265 hp 258 ft-lbs Turbo,TRUE,6,6 Speed Manual,18,Gasoline,25,Manual transmission,2011 Subaru Legacy 2.5GT Limited,Subaru,2011 Subaru Legacy,2011,265,258,11500
165,192,41,Front-wheel drive,Mercury 2.5L 4 Cylinder 175 hp 172 ft-lbs,TRUE,6,6 Speed Manual,22,Gasoline,29,Manual transmission,2010 Mercury Milan,Mercury,2010 Mercury Milan,2010,175,172,5200
212,108,135,Rear-wheel drive,Chevrolet 6.2L 8 Cylinder 430 hp 424 ft-lbs,TRUE,6,6 Speed Manual,16,Gasoline,26,Manual transmission,2010 Chevrolet Corvette Grand Sport Convertible 4LT,Chevrolet,2010 Chevrolet Corvette Grand Sport Convertible,2010,430,424,22100
101,230,41,Front-wheel drive,Hyundai 2.4L 4 Cylinder 162 hp 162 ft-lbs,TRUE,4,4 Speed Automatic Select Shift,19,Gasoline,26,Automatic transmission,2010 Mitsubishi Eclipse Spyder GS,Mitsubishi,2010 Mitsubishi Eclipse Spyder,2010,162,162,10700
115,251,135,Rear-wheel drive,Infiniti 3.5L 6 cylinder 303 hp 262 ft-lbs,TRUE,7,7 Speed Automatic,16,Gasoline,23,Automatic transmission,2011 Infiniti FX35,Infiniti,2011 Infiniti FX,2011,303,262,19300
175,206,183,Front-wheel drive,Kia 1.6L 4 Cylinder 138 hp 123 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,30,Gasoline,40,Automatic transmission,2012 Kia Rio 5-Door EX,Kia,2012 Kia Rio 5-Door,2012,138,123,14300
33,18,219,Front-wheel drive,Suzuki 2.0L 4 Cylinder 150 hp 140 ft-lbs,TRUE,6,6 Speed Manual,23,Gasoline,30,Manual transmission,2012 Suzuki SX4 Sportback,Suzuki,2012 Suzuki SX4 Sportback,2012,150,140,6300
111,42,31,Rear-wheel drive,Infiniti 3.7L 6 cylinder 330 hp 270 ft-lbs,TRUE,7,7 Speed Automatic,19,Gasoline,27,Automatic transmission,2011 Infiniti G37 Coupe,Infiniti,2011 Infiniti G37 Coupe,2011,330,270,21400
102,207,196,Rear-wheel drive,Rolls-Royce 6.7L 12 Cylinder 453 hp 531 ft-lbs,TRUE,6,6 Speed Automatic,11,Gasoline,18,Automatic transmission,2011 Rolls-Royce Phantom Sedan,Rolls-Royce,2011 Rolls-Royce Phantom Sedan,2011,453,531,155000
132,134,105,Four-wheel drive,Honda 3.5L 6 Cylinder 271 hp 254 ft-lbs,TRUE,5,5 Speed Automatic,18,Gasoline,26,Automatic transmission,2011 Honda Accord Crosstour EX-L Hatchback 4WD,Honda,2011 Honda Accord Crosstour Hatchback,2011,271,254,18400
222,237,3,Front-wheel drive,Ford 2.0L 4 Cylinder 136 hp 128 ft-lbs,TRUE,4,4 Speed Automatic,21,Gasoline,26,Automatic transmission,2011 Ford Transit Connect XLT Van,Ford,2011 Transit Connect Van,2011,136,128,19200
52,20,57,Four-wheel drive,Nissan 4.0L 6 Cylinder 266 hp 288 ft-lbs,TRUE,5,5 Speed Automatic,14,Gasoline,20,Automatic transmission,2011 Nissan Pathfinder S 4x4,Nissan,2011 Nissan Pathfinder,2011,266,288,10900
112,140,181,Rear-wheel drive,Chevrolet 2.9L 4 Cylinder 185 hp 190 ft-lbs,TRUE,4,4 Speed Automatic,17,Gasoline,24,Automatic transmission,2010 Chevrolet Colorado Extended Cab Work Truck AT,Chevrolet,2010 Chevrolet Colorado,2010,185,190,15100
146,200,183,Rear-wheel drive,Lotus 1.8L 4 Cylinder 240 hp 170 ft-lbs S-charged,TRUE,6,6 Speed Manual,20,Gasoline,26,Manual transmission,2010 Lotus Exige S240,Lotus,2010 Lotus Exige,2010,240,170,25900
208,93,188,Front-wheel drive,Ford 2.0L 4 Cylinder 140 hp 136 ft-lbs,TRUE,4,4 Speed Automatic,24,Gasoline,34,Automatic transmission,2010 Ford Focus Coupe SES AT,Ford,2010 Ford Focus Coupe,2010,140,136,10800
191,39,191,Rear-wheel drive,Lincoln 5.4L 8 Cylinder 310 hp 365 ft-lbs FFV,TRUE,6,6 Speed Automatic,14,Gasoline,20,Automatic transmission,2011 Lincoln Navigator L,Lincoln,2011 Lincoln Navigator,2011,310,365,12900
77,185,240,Rear-wheel drive,GMC 5.3L 8 Cylinder 315 hp 335 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,11,E85,16,Automatic transmission,2011 GMC Sierra 1500 Extended Cab Long Box SLE 2WD,GMC,2011 GMC Sierra 1500,2011,315,335,17500
226,126,29,All-wheel drive,Subaru 2.5L 4 cylinder 265 hp 258 ft-lbs Turbo,TRUE,6,6 Speed Manual,18,Gasoline,25,Manual transmission,2010 Subaru Legacy 2.5GT Premium,Subaru,2010 Subaru Legacy,2010,265,258,10700
82,215,240,Rear-wheel drive,GMC 5.3L 8 Cylinder 315 hp 335 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,15,Gasoline,22,Automatic transmission,2011 GMC Sierra 1500 Crew Cab Short Box XFE 2WD,GMC,2011 GMC Sierra 1500,2011,315,335,17900
188,90,13,Front-wheel drive,Mazda 2.5L 4 Cylinder 171 hp 171 ft-lbs,TRUE,6,6 Speed Automatic,21,Gasoline,28,Automatic transmission,2011 Mazda Tribute i Sport AT,Mazda,2011 Mazda Tribute,2011,171,171,14800
99,87,62,Front-wheel drive,Kia 2.4L 4 Cylinder 176 hp 168 ft-lbs,TRUE,6,6 Speed Manual,21,Gasoline,29,Manual transmission,2012 Kia Sportage,Kia,2012 Kia Sportage,2012,176,168,13700
152,240,57,Front-wheel drive,Honda 3.5L 6 Cylinder 271hp 251 ft-lbs,TRUE,6,6 Speed Manual,17,Gasoline,25,Manual transmission,2010 Honda Accord EX-L V-6 Coup,Honda,2010 Honda Accord Coupe,2010,271,251,12400
138,176,237,Four-wheel drive,Toyota 4.6L 8 Cylinder 310 hp 327 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,14,Gasoline,19,Automatic transmission,2011 Toyota Tundra CrewMax 4X4,Toyota,2011 Toyota Tundra,2011,310,327,9000
74,8,249,Front-wheel drive,Kia 2.0L 4 Cylinder 142 hp 137 ft-lbs,TRUE,4,4 Speed Automatic,24,Gasoline,30,Automatic transmission,2010 Kia Soul ! AT,Kia,2010 Kia Soul,2010,142,137,12400
218,233,16,Front-wheel drive,Chrysler 2.4L 4 cylinder 173 hp 166 ft-lbs,TRUE,4,4 Speed Automatic,21,Gasoline,30,Automatic transmission,2010 Chrysler Sebring Limited Sedan,Chrysler,2010 Chrysler Sebring Sedan,2010,173,166,17200
223,204,244,Front-wheel drive,Volkswagen 2.5L 5 Cylinder 170 hp 177 ft-lbs,TRUE,5,5 Speed Manual,23,Gasoline,33,Manual transmission,2012 Volkswagen Jetta SportWagen S,Volkswagen,2012 Volkswagen Jetta SportWagen,2012,170,177,14800
26,166,26,Four-wheel drive,Honda 2.4L 4 Cylinder 180 hp 161 ft-lbs,TRUE,5,5 Speed Automatic,21,Gasoline,27,Automatic transmission,2010 Honda CR-V EX-L 4WD,Honda,2010 Honda CR-V,2010,180,161,14100
143,253,212,Four-wheel drive,Ford 3.5L 6 Cylinder 365 hp 420 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,15,Gasoline,21,Automatic transmission,2011 Ford F-150 FX4 SuperCrew 5.5-ft. Bed V6 4X4,Ford,2011 Ford F-150,2011,365,420,19700
104,22,72,Rear-wheel drive,Hyundai 2.0L 4 Cylinder 210 hp 223 ft-lbs Turbo,TRUE,5,5 Speed Automatic Select Shift,20,Gasoline,30,Automatic transmission,2011 Hyundai Genesis Coupe 2.0T Premium,Hyundai,2011 Hyundai Genesis Coupe,2011,210,223,16200
185,6,31,Front-wheel drive,Ford 2.0L 4 Cylinder 160 hp 146 ft-lbs,TRUE,6,6 Speed Automatic,28,Gasoline,38,Automatic transmission,2012 Ford Focus SE 5-Door AT,Ford,2012 Ford Focus 5-Door,2012,160,146,16600
224,162,49,All-wheel drive,Chevrolet 2.4L 4 Cylinder 182 hp 172 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,20,Gasoline,29,Automatic transmission,2010 Chevrolet Equinox 2LT AWD,Chevrolet,2010 Chevrolet Equinox,2010,182,172,22300
66,123,219,Front-wheel drive,Chevrolet 2.2L 4 Cylinder 155 hp 150 ft-lbs FFV,TRUE,4,4 Speed Automatic,22,Gasoline,30,Automatic transmission,2011 Chevrolet HHR Wagon LS AT,Chevrolet,2011 Chevrolet HHR Wagon,2011,155,150,17400
223,137,64,Front-wheel drive,Buick 2.4L 4 Cylinder 182 hp 172 ft-lbs Hybrid,TRUE,6,6 Speed Automatic Select Shift,25,Gasoline,36,Automatic transmission,2012 Buick Lacrosse Convenience Group,Buick,2012 Buick Lacrosse,2012,182,172,16200
71,230,41,Front-wheel drive,Hyundai 2.4L 4 Cylinder 162 hp 162 ft-lbs,TRUE,4,4 Speed Automatic Select Shift,20,Gasoline,27,Automatic transmission,2010 Mitsubishi Eclipse GS-Sport,Mitsubishi,2010 Mitsubishi Eclipse Coupe,2010,162,162,10300
190,55,46,Front-wheel drive,Mazda 3.7L 6 Cylinder 272 hp 269 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,18,Gasoline,27,Automatic transmission,2011 Mazda Mazda6 s Grand Touring,Mazda,2011 Mazda Mazda6,2011,272,269,13800
191,5,135,All-wheel drive,Ford 3.5L 6 Cylinder 355 hp 350 ft-lbs Turbo,TRUE,6,6 Speed Automatic,16,Gasoline,22,Automatic transmission,2011 Ford Flex Limited AWD Turbo,Ford,2011 Ford Flex,2011,355,350,12200
145,228,8,All-wheel drive,Lexus 3.5L 6 Cylinder 306 hp 277 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,18,Gasoline,25,Automatic transmission,2011 Lexus IS 350 AWD Sedan,Lexus,2005 Lexus IS C,2011,306,277,21700
168,125,209,Four-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,TRUE,6,6 Speed Automatic,12,Gasoline,17,Automatic transmission,2010 Ford Expedition King Ranch 4WD,Ford,2010 Ford Expedition,2010,310,365,12300
205,155,57,Front-wheel drive,Toyota 3.5L 6 Cylinder 268 hp 248 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,19,Gasoline,28,Automatic transmission,2010 Toyota Avalon XL,Toyota,2010 Toyota Avalon,2010,268,248,13800
102,188,224,Rear-wheel drive,Dodge 5.7L 8 Cylinder 390 hp 407 ft-lbs,TRUE,5,5 Speed Automatic,14,Gasoline,20,Automatic transmission,2011 Dodge Ram 1500 ST Regular Cab 390 hp 4x2,Dodge,2011 Dodge Ram 1500,2011,390,407,18500
135,23,214,Rear-wheel drive,Cadillac 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,14,Gasoline,18,Automatic transmission,2012 Cadillac Escalade Premium,Cadillac,2012 Cadillac Escalade,2012,403,417,10200
214,23,161,Front-wheel drive,Chrysler 3.8L 6 cylinder 197hp 230 ft-lbs,TRUE,6,6 Speed Automatic,16,Gasoline,23,Automatic transmission,2010 Chrysler Town and Country Touring,Chrysler,2010 Chrysler Town and Country,2010,197,230,21800
82,215,240,Rear-wheel drive,GMC 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,13,Gasoline,18,Automatic transmission,2011 GMC Sierra 1500 Crew Cab Short Box SLE 2WD 6.2L,GMC,2011 GMC Sierra 1500,2011,403,417,16100
244,89,188,Front-wheel drive,Scion 1.8L 4 Cylinder 128 hp 125 ft-lbs.,TRUE,4,4 Speed Automatic,27,Gasoline,33,Automatic transmission,2010 Scion xD AT,Scion,2010 Scion xD,2010,128,125,10800
96,228,125,Rear-wheel drive,Chevrolet 3.6L 6 Cylinder 312 hp 278 ft-lbs,TRUE,6,6 Speed Manual,17,Gasoline,28,Manual transmission,2011 Chevrolet Camaro Coupe 2LT,Chevrolet,2011 Chevrolet Camaro Coupe,2011,312,278,15600
223,137,64,Front-wheel drive,Buick 2.4L 4 Cylinder 182 hp 172 ft-lbs Hybrid,TRUE,6,6 Speed Automatic Select Shift,19,Gasoline,30,Automatic transmission,2010 Buick Lacrosse CX,Buick,2010 Buick Lacrosse,2010,182,172,14900
82,215,240,Rear-wheel drive,Chevrolet 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,TRUE,6,6 Speed Automatic,13,Gasoline,18,Automatic transmission,2011 Chevrolet Silverado 1500 Crew Cab LT 6.2L,Chevrolet,2011 Chevrolet Silverado 1500,2011,403,417,20300
208,12,62,Four-wheel drive,Toyota 2.5L 4 Cylinder 179 hp 172 ft-lbs.,TRUE,4,4 Speed Automatic,21,Gasoline,27,Automatic transmission,2010 Toyota RAV4 Limited 4WD,Toyota,2010 Toyota RAV4,2010,179,172,11900
246,102,83,Rear-wheel drive,Aston Martin 5.9L 12 Cylinder 470 hp 443 ft-lbs,TRUE,6,6 Speed Manual,11,Gasoline,17,Manual transmission,2011 Aston Martin DB9 Volante Special Edition,Aston Martin,2011 Aston Martin DB9 Volante,2011,470,443,97000
77,185,240,Four-wheel drive,GMC 5.3L 8 Cylinder 315 hp 335 ft-lbs FFV,TRUE,6,6 Speed Automatic,11,E85,16,Automatic transmission,2010 GMC Sierra 1500 Extended Cab SLT 4WD,GMC,2010 GMC Sierra 1500,2010,315,335,11300
165,233,41,Front-wheel drive,Ford 3.5L 6 Cylinder 263 hp 249 ft-lbs,TRUE,6,6 Speed Automatic,18,Gasoline,27,Automatic transmission,2011 Ford Fusion Sport,Ford,2011 Ford Fusion,2011,263,249,17500
49,5,214,Front-wheel drive,Buick 3.6L 6 Cylinder 288 hp 270 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,24,Automatic transmission,2012 Buick Enclave Premium Group,Buick,2012 Buick Enclave,2012,288,270,13500
158,16,217,Four-wheel drive,Chevrolet 5.3L 8 Cylinder 320 hp 335 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,11,E85,16,Automatic transmission,2011 Chevrolet Suburban Half-Ton LS 4WD,Chevrolet,2011 Chevrolet Suburban Half-Ton,2011,320,335,15900
85,99,57,Four-wheel drive,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,TRUE,5,5 Speed Automatic,14,Gasoline,19,Automatic transmission,2011 Nissan Frontier Crew Cab SL 4x4,Nissan,2011 Nissan Frontier,2011,261,281,12200
191,5,135,Front-wheel drive,Ford 3.5L 6 Cylinder 262 hp 248 ft-lbs,TRUE,6,6 Speed Automatic,17,Gasoline,24,Automatic transmission,2011 Ford Flex SEL,Ford,2011 Ford Flex,2011,262,248,15200
71,230,41,Front-wheel drive,Hyundai 2.4L 4 Cylinder 162 hp 162 ft-lbs,TRUE,4,4 Speed Automatic Select Shift,20,Gasoline,28,Automatic transmission,2011 Mitsubishi Eclipse GS AT,Mitsubishi,2011 Mitsubishi Eclipse Coupe,2011,162,162,9800
252,167,108,Four-wheel drive,Land Rover 5.0L 8 Cylinder 510 hp 461 ft-lbs S-charged,TRUE,6,6 Speed Automatic Select Shift,12,Gasoline,17,Automatic transmission,2012 Land Rover Range Rover Sport Supercharged,Land Rover,2012 Land Rover Range Rover Sport,2012,510,461,21100
127,140,181,Rear-wheel drive,GMC 3.7L 5 Cylinder 242 hp 242 ft-lbs,TRUE,4,4 Speed Automatic,17,Gasoline,23,Automatic transmission,2010 GMC Canyon Extended Cab WT 2WD 3.7L,GMC,2010 GMC Canyon,2010,242,242,11600
206,173,29,Four-wheel drive,Dodge 4.7L 8 Cylinder 302 hp 329 ft-lbs FFV,TRUE,5,5 Speed Automatic,14,Gasoline,14,Automatic transmission,2010 Dodge Ram Dakota Bighorn/Lonestar Crew Cab 302 hp 4x4,Dodge,2010 Dodge Dakota,2010,302,329,16300
252,167,209,Four-wheel drive,Land Rover 5.0 8 Cylinder 510 hp 461 ft-lbs S-Charged,TRUE,6,6 Speed Automatic Select Shift,12,Gasoline,17,Automatic transmission,2011 Land Rover Range Rover Sport Supercharged,Land Rover,2011 Land Rover Range Rover Sport,2011,510,461,20300
195,196,83,All-wheel drive,Lexus 4.6L 8 Cylinder 357hp 344ft-lbs,TRUE,8,8 Speed Automatic Select Shift,16,Gasoline,23,Automatic transmission,2010 Lexus LS 460 AWD,Lexus,2010 Lexus LS,2010,357,344,24200
188,85,13,Front-wheel drive,Ford 3.0L 6 Cylinder 240 hp 223 ft-lbs FFV,TRUE,6,6 Speed Automatic,19,Gasoline,25,Automatic transmission,2011 Ford Escape XLT FFV,Ford,2011 Ford Escape,2011,240,223,17600
144,169,85,Rear-wheel drive,Ford 3.7L 6 Cylinder 305 hp 280 ft-lbs,TRUE,6,6 Speed Automatic,19,Gasoline,30,Automatic transmission,2011 Ford Mustang V6 Premium Convertible AT,Ford,2011 Ford Mustang Convertible,2011,305,280,17000
190,206,158,Front-wheel drive,Hyundai 1.6L 4 cylinder 110hp 106  ft-lbs,TRUE,5,5 Speed Manual,28,Gasoline,34,Manual transmission,2011 Hyundai Accent Hatchback SE,Hyundai,2011 Hyundai Accent Hatchback,2011,110,106,13600
142,251,135,All-wheel drive,Infiniti 3.5L 6 cylinder 303 hp 262 ft-lbs,TRUE,7,7 Speed Automatic Select Shift,16,Gasoline,21,Automatic transmission,2012 Infiniti FX35 AWD,Infiniti,2012 Infiniti FX,2012,303,262,21400
244,66,13,All-wheel drive,Infiniti 3.5L 6 cylinder 303 hp 262 ft-lbs,TRUE,5,5 Speed Automatic,16,Gasoline,22,Automatic transmission,2010 Infiniti M M35x,Infiniti,2010 Infiniti M,2010,303,262,18800
79,215,240,Four-wheel drive,GMC 5.3L 8 Cylinder 315 hp 335 ft-lbs FFV,TRUE,6,6 Speed Automatic,11,E85,16,Automatic transmission,2010 GMC Sierra 1500 Crew Cab Short Box SLE 4WD 5.3L,GMC,2010 GMC Sierra 1500,2010,315,335,11200
188,85,13,Front-wheel drive,Ford 2.5L 4 cylinder 171hp 171 ft-lbs,TRUE,6,6 Speed Automatic,21,Gasoline,28,Automatic transmission,2011 Ford Escape Limited,Ford,2011 Ford Escape,2011,171,171,17300
193,251,49,All-wheel drive,Cadillac 3.0L 6 Cylinder 270 hp 223 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,18,Gasoline,26,Automatic transmission,2012 Cadillac CTS Sport Sedan AWD,Cadillac,2012 Cadillac CTS Sport Sedan,2012,270,223,11100
37,63,113,Four-wheel drive,Toyota 4.0L 6 Cylinder 260 hp 271 ft-lbs,TRUE,5,5 Speed Automatic,17,Gasoline,21,Automatic transmission,2011 Toyota FJ Cruiser 4WD AT,Toyota,2011 Toyota FJ Cruiser,2011,260,271,12200
138,78,31,All-wheel drive,Mercedes-AMG 5.4L 8 Cylinder 500 hp 516 ft-lbs S-Charged,TRUE,5,5 Speed Automatic Select Shift,11,Gasoline,13,Automatic transmission,2011 Mercedes-Benz G55 4Matic AMG,Mercedes-AMG,2011 Mercedes-Benz G-Class,2011,500,516,23300
102,72,227,Rear-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs,TRUE,5,5 Speed Automatic,13,Gasoline,18,Automatic transmission,2012 Nissan Titan King Cab SV,Nissan,2012 Nissan Titan,2012,317,385,11700
172,164,236,Rear-wheel drive,Infiniti 2.5L 6 Cylinder 218 hp 187 ft-lbs,TRUE,7,7 Speed Automatic Select Shift,20,Gasoline,29,Automatic transmission,2012 Infiniti G25 Journey,Infiniti,2012 Infiniti G25,2012,218,187,16000
195,66,54,Front-wheel drive,Honda 2.4L 4 cylinder 177 hp 161 ft-lbs,TRUE,5,5 Speed Manual,22,Gasoline,31,Manual transmission,2010 Honda Accord LX-P Sedan,Honda,2010 Honda Accord Sedan,2010,177,161,19200
230,155,183,Rear-wheel drive,Mazda 2.0L 4 Cylinder 167 hp 140 ft-lbs,TRUE,6,6 Speed Manual,21,Gasoline,28,Manual transmission,2011 Mazda MX-5 Miata Touring - Power Retractable Hard Top,Mazda,2011 Mazda MX-5 Miata,2011,167,140,10100
142,251,135,All-wheel drive,Infiniti 5.0L 8 cylinder 390 hp 369 ft-lbs,TRUE,7,7 Speed Automatic Select Shift,14,Gasoline,20,Automatic transmission,2012 Infiniti FX50 AWD,Infiniti,2012 Infiniti FX,2012,390,369,25400
155,176,239,Front-wheel drive,Hyundai 1.8L 4 Cylinder 148 hp 131 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,29,Gasoline,40,Automatic transmission,2012 Hyundai Elantra Sedan Limited,Hyundai,2012 Hyundai Elantra Sedan,2012,148,131,9500
